temperatura,ventas_helado,ahogamientos
30.483570765056164,564.5249127118719,44.14031467071885
27.308678494144075,473.3684637986986,40.733544858282315
31.23844269050346,590.3478546477843,47.86763859371611
35.61514928204013,613.0356658208767,55.15423431140043
26.829233126383322,494.6633381509052,37.84325687546343
26.8293152152541,526.7367863907733,39.57497035119925
35.896064077536955,626.3184268930514,52.89420549398353
31.837173645764544,561.7431710317064,46.44910200349939
25.65262807032524,463.74033256760714,42.00985058605006
30.712800217929825,542.7608908404129,46.87916374881665
25.682911535937688,431.2791390255557,36.00259939523644
25.671351232148716,463.45558167479743,40.342750742332626
29.20981135783017,504.530530166421,48.059029430770515
18.43359877671101,341.27662659350176,29.715328686168807
19.375410837434835,330.3689103891509,26.024376324244226
25.188562353795135,484.39281046866324,36.8143753849602
22.93584439832788,397.1801333231771,36.93758889586507
29.571236662976368,525.8410296094612,42.94151606322699
23.459879622393945,438.5481775504844,36.077458289883374
20.938481493323543,352.2753805511447,32.95699034684399
35.32824384460777,640.4575878950224,51.13850482375549
26.871118497567323,509.8229880418604,40.18762703422738
28.33764102343962,477.92787373068865,36.02392685502129
20.87625906893272,379.465340411435,29.2656133207305
25.278086377374088,460.20321067770203,37.411993263274816
28.55461294854933,529.6194905094341,40.3363530588943
22.245032112888488,375.6715638144311,36.63237077719601
29.87849009172836,511.4036893894249,41.95745238167127
24.996806550405974,460.3813492196455,36.61512085221499
26.541531251033618,483.68725598326887,40.07377803112261
24.991466938853016,454.8562619062718,40.36974698641175
37.26139092254469,677.634000795744,53.02036208145816
27.93251387631033,489.18475534201616,44.22509831877541
22.711445355220498,413.45109033718904,34.087634154869924
32.11272456051594,583.8904915552606,46.206069538678015
21.895781750144888,379.83704314208063,33.76787957374387
29.044317975023777,560.1132137733232,43.96459635368261
18.201649380601122,337.1063472690559,26.10204031658409
21.359069755507846,360.6371856550883,32.17820880324181
28.984306179345616,534.8485834008976,42.7058320752949
31.692332899977053,550.9683587950404,47.765534040468076
28.85684140594985,535.1648373819464,44.60952345796687
27.421758588058797,516.7635661652064,44.3046715143789
26.494481522053555,460.48702102992974,37.26609128542664
20.607390048162863,390.20054345181796,35.177151821556826
24.400778958026457,447.46963978320616,32.696992837994685
25.696806145201062,478.9837138135089,38.24163902773042
33.285611131094576,637.0768600127814,51.10505110961101
29.71809144784231,530.0178837411041,45.139120907233526
19.18479922318633,330.2516627302042,27.53179979513831
29.620419846973974,515.377268653021,44.01438526974641
26.074588597918417,453.0263890632227,38.125881027559956
24.615389998470206,441.5349857841817,35.74435548381689
31.05838144420434,565.873905492011,48.286776360348554
33.154997612479754,602.323773011236,50.44652739064973
32.65640059558099,604.3588757011782,47.598781702850175
23.803912383886807,428.7304607475206,37.50506832669671
26.453938120743928,505.2415677165371,40.29550622286911
29.65631715701782,528.5205721615616,46.11019997320465
32.877725635611796,646.2024447728047,50.57584613726492
25.60412881077355,473.387665549224,36.74820319431618
27.071705116680914,470.14754097193077,39.48719559462743
22.46832512996986,383.0120023782352,35.19707490520131
22.018966879596647,405.9908521376033,34.2491908502619
32.06262911197099,572.6580683089608,48.05214048002819
34.78120014285412,640.3416124532159,52.406454980898744
27.63994939209833,506.9838415492409,44.01525387972435
33.01766448946012,592.8613825571447,48.34335395651851
29.80818012523817,519.611367892919,45.80646495019733
24.77440122697438,415.64227759182154,36.757216535593784
29.80697802754207,527.5953054544168,44.275104634858664
35.690182832329846,659.5512668684067,55.73282795246915
27.820869804450243,505.05753136270846,43.382137404651424
35.82321827907003,619.9031534490208,55.36184669060633
18.0,327.46361851702363,29.61095761430866
32.10951252187612,585.6775729883469,48.20627646607969
28.435235341190857,494.15708741741275,44.016758954376215
26.504963247670663,480.1638405769825,39.13691135831908
28.45880388267751,513.4226442571153,43.33653852899315
18.062155426995538,302.2593917293072,26.83294703175794
26.90164056081244,491.38527730158955,40.546452771204095
29.78556285755873,547.3558219634218,45.868658337211926
35.38947022370758,658.671488890242,51.44776396909443
25.40864890863176,478.43172139606975,42.29774791431856
23.95753198553406,403.68218838047125,33.924263215301686
25.491214782077318,440.0853652790893,35.80844494754051
32.57701058851037,596.6868959373598,51.181737629765685
29.643755548298422,543.8633188876158,46.048958710373505
25.351198981164806,466.62253538708745,39.27503810585152
30.56633716556678,627.2486987932964,47.106196766878725
28.4853877467402,524.1547896551871,42.70358807441647
32.84322495266444,613.889361951572,47.470328686025
24.489734530613237,459.8952568209023,36.88621091230731
26.361689267011158,487.53823183231685,38.18821047749251
26.039459234339212,462.4048813252989,41.00942831834433
20.682425259339407,387.46303907797466,30.729523126004832
29.48060138532288,515.1943206450604,42.5699076843993
29.305276360899448,522.7586023613899,43.31514285804318
28.025567283212304,494.7529401412394,42.86421383336971
26.827064333124266,484.52464078396326,39.113147394078446
20.92314628974793,422.9098045489329,29.74027864348903
25.896773386173205,428.79661709928274,39.33253450224363
26.286427417366152,486.88089732008103,39.91957426826667
23.988613653891903,399.5407283462612,34.969034130095594
27.193571441669953,480.04564863427044,39.84828055126829
30.020254284072692,562.1435890526558,45.49448130082431
37.43092950605265,675.0423314908569,53.250225576084325
28.872889064159196,498.15710759627945,40.49440604748568
29.28775195361382,512.8734609798494,42.49473948791586
27.627770421169163,510.8918225597385,41.01476132833005
18.406143923504793,316.70325798874353,28.231031016453198
27.867430622753915,505.94292300121,44.75185836802998
28.301151049705133,510.3321556927687,44.16704582096173
40.0,706.9679930478836,59.68012294007315
27.038195176094387,529.5663949562055,40.5192603483362
29.507736711668063,543.8176412563854,42.25654633822648
27.826441151473784,460.373088993376,41.702635455225895
22.15660981190234,402.54806290963063,32.65759744001323
33.7141140725751,593.6183240109841,51.21660822953883
31.759665163433873,588.7226396377341,45.98503585804616
